6.02.2023 06:50:57		polling awaiting urls 	 processing: False 	 number of crawling tasks: 0
6.02.2023 06:50:57		https://en.wikipedia.org/wiki/toros_university , https://www.instagram.com/torosuniv2009 , https://www.youtube.com/channel/ucjbgejne-zowakjjpkf0kqw , https://tr.wikipedia.org/wiki/toros_üniversitesi , https://www.facebook.com/torosuniversity , https://toros.edu.tr/ , https://toros.edu.tr/lang/en , https://www.linkedin.com/school/toros-universitesi , https://twitter.com/torosuniversity , http://wa.me/905331906800 , https://toros.edu.tr/lang/tr , https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-vakif , https://toros.edu.tr/sayfalar/toros-hakkinda , https://toros.edu.tr/sayfalar/kurucu-ve-onursal-mutevelli-heyet-baskani-hakkinda , https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-ve-onursal-mutevelli-heyet-baskaninin-mesaji , https://toros.edu.tr/sayfalar/toros-hakkinda-tarihce , https://toros.edu.tr/sayfalar/toros-hakkinda-egitim-ogretim-koordinatorlugu , https://toros.edu.tr/sayfalar/toros-hakkinda-yonetim , https://toros.edu.tr/sayfalar/toros-hakkinda-misyon-vizyon-ve-temel-degerler , https://toros.edu.tr/sayfalar/toros-hakkinda-mutevelli-heyeti , https://toros.edu.tr/sayfalar/toros-hakkinda-toros-okullar-grubu , https://toros.edu.tr/sayfalar/rektorluk , https://toros.edu.tr/sayfalar/kalite-koordinatorlugu , https://toros.edu.tr/sayfalar/toros-hakkinda-kisisel-verilerin-korunmasi , https://toros.edu.tr/sayfalar/guzel-sanatlar-tasarim-ve-mimarlik-fakultesi , https://toros.edu.tr/sayfalar/iktisadi-idari-ve-sosyal-bilimler-fakultesi , https://toros.edu.tr/sayfalar/akademik , https://toros.edu.tr/sayfalar/fakulteler , https://toros.edu.tr/sayfalar/muhendislik-fakultesi , https://toros.edu.tr/sayfalar/saglik-bilimleri-fakultesi , https://toros.edu.tr/sayfalar/meslek-yuksekokulu , https://toros.edu.tr/sayfalar/saglik-hizmetleri-meslek-yuksekokulu , https://toros.edu.tr/sayfalar/yabanci-diller-yuksekokulu , https://toros.edu.tr/sayfalar/yuksekokullar , https://toros.edu.tr/sayfalar/lisansustu-egitim-enstitusu , https://toros.edu.tr/sayfalar/uygulama-ve-arastirma-merkezleri , https://toros.edu.tr/sayfalar/enstituler , https://toros.edu.tr/sayfalar/alevilik-bektasilik-uygulama-ve-arastirma-merkezi , https://toruzem.toros.edu.tr/ , https://toros.edu.tr/sayfalar/kentlesme-ve-yerel-yonetimler-uygulama-ve-arastima-merkezi
6.02.2023 06:50:57		starting crawling url: 	 https://en.wikipedia.org/wiki/toros_university
6.02.2023 06:50:57		starting crawling url: 	 https://www.instagram.com/torosuniv2009
6.02.2023 06:50:57		starting crawling url: 	 https://www.youtube.com/channel/ucjbgejne-zowakjjpkf0kqw
6.02.2023 06:50:57		starting crawling url: 	 https://tr.wikipedia.org/wiki/toros_üniversitesi
6.02.2023 06:50:57		starting crawling url: 	 https://www.facebook.com/torosuniversity
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/lang/en
6.02.2023 06:50:57		starting crawling url: 	 https://www.linkedin.com/school/toros-universitesi
6.02.2023 06:50:57		starting crawling url: 	 https://twitter.com/torosuniversity
6.02.2023 06:50:57		starting crawling url: 	 http://wa.me/905331906800
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/lang/tr
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-vakif
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/kurucu-ve-onursal-mutevelli-heyet-baskani-hakkinda
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-ve-onursal-mutevelli-heyet-baskaninin-mesaji
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-tarihce
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-egitim-ogretim-koordinatorlugu
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-yonetim
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-misyon-vizyon-ve-temel-degerler
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-mutevelli-heyeti
6.02.2023 06:50:57		starting crawling url: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-toros-okullar-grubu
6.02.2023 06:50:57		removing url from list since task completed: 	 https://www.youtube.com/channel/ucjbgejne-zowakjjpkf0kqw
6.02.2023 06:50:58		removing url from list since task completed: 	 https://www.linkedin.com/school/toros-universitesi
6.02.2023 06:50:58		removing url from list since task completed: 	 https://toros.edu.tr/
6.02.2023 06:50:58		removing url from list since task completed: 	 https://tr.wikipedia.org/wiki/toros_üniversitesi
6.02.2023 06:50:58		removing url from list since task completed: 	 https://www.facebook.com/torosuniversity
6.02.2023 06:50:58		polling awaiting urls 	 processing: False 	 number of crawling tasks: 21
6.02.2023 06:50:58		https://toros.edu.tr/lang/en , https://twitter.com/torosuniversity , http://wa.me/905331906800 , https://toros.edu.tr/lang/tr , https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-vakif , https://toros.edu.tr/sayfalar/toros-hakkinda , https://toros.edu.tr/sayfalar/kurucu-ve-onursal-mutevelli-heyet-baskani-hakkinda , https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-ve-onursal-mutevelli-heyet-baskaninin-mesaji
6.02.2023 06:50:58		bypass url since already crawling: 	 https://toros.edu.tr/lang/en
6.02.2023 06:50:58		bypass url since already crawling: 	 https://twitter.com/torosuniversity
6.02.2023 06:50:58		bypass url since already crawling: 	 http://wa.me/905331906800
6.02.2023 06:50:58		bypass url since already crawling: 	 https://toros.edu.tr/lang/tr
6.02.2023 06:50:58		bypass url since already crawling: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-vakif
6.02.2023 06:50:58		bypass url since already crawling: 	 https://toros.edu.tr/sayfalar/toros-hakkinda
6.02.2023 06:50:58		bypass url since already crawling: 	 https://toros.edu.tr/sayfalar/kurucu-ve-onursal-mutevelli-heyet-baskani-hakkinda
6.02.2023 06:50:58		bypass url since already crawling: 	 https://toros.edu.tr/sayfalar/toros-hakkinda-kurucu-ve-onursal-mutevelli-heyet-baskaninin-mesaji
6.02.2023 06:50:58		removing url from list since task completed: 	 https://en.wikipedia.org/wiki/toros_university
6.02.2023 06:50:58		removing url from list since task completed: 	 https://www.instagram.com/torosuniv2009
6.02.2023 06:50:58		removing url from list since task completed: 	 https://twitter.com/torosuniversity
6.02.2023 06:50:58		removing url from list since task completed: 	 https://toros.edu.tr/lang/en
6.02.2023 06:50:59		removing url from list since task completed: 	 http://wa.me/905331906800
6.02.2023 06:50:59		polling awaiting urls 	 processing: False 	 number of crawling tasks: 16
